#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-02-22T10:47:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60338a8c24f1	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:IX/10A&tab:{IX/10A/1rxs}&key:source=IX/10A/1rxs&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=IX/10A/1rxs
#-order=I
#-out=1RXS
#-out=RAJ2000
#-out=DEJ2000
#-out=Count
#

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	1RXS	(A16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000), decimal degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000), decimal degrees	[ucd=pos.eq.dec;meta.main]
#Column	Count	(E9.2)	? Source countrate (4)	[ucd=phot.count;em.X-ray]
Name;deg;deg;ct/s
J204457.4+291613;311.23917;+29.27042; 1.04e-01
J204509.4-312023;311.28915;-31.33972; 5.95e+00
J204512.3-350953;311.30124;-35.16472; 7.20e-01
J204513.3-301023;311.30542;-30.17306; 8.59e-02
J204513.4-404845;311.30600;-40.81250; 2.68e-01
J204518.2+564147;311.32584;+56.69639; 6.90e-02
J204535.3-394939;311.39709;-39.82764; 2.65e-01
J204535.8-123327;311.39917;-12.55750; 7.69e-02
J204536.1-085240;311.40039;-08.87778; 1.25e-01
J204543.4-613306;311.43085;-61.55181; 1.35e-01
J204546.1-344915;311.44208;-34.82084; 8.60e-02
J204600.9-373732;311.50375;-37.62569; 1.96e-01
J204601.3-343004;311.50540;-34.50125; 6.98e-02
J204606.2-251611;311.52582;-25.26986; 6.34e-01
J204613.7+155421;311.55707;+15.90583; 2.12e-01
J204617.9+281552;311.57458;+28.26444; 1.94e-01
J204621.0-024849;311.58749;-02.81361; 4.38e-01
J204621.0-361648;311.58749;-36.28014; 9.12e-02
J204639.3+160729;311.66376;+16.12486; 2.54e-01
J204644.0-114803;311.68332;-11.80083; 1.33e-01
J204651.6-282916;311.71500;-28.48792; 5.86e-02
J204651.8-104117;311.71582;-10.68819; 5.44e-02
J204655.4-243547;311.73083;-24.59653; 7.49e-02
J204657.7-025937;311.74042;-02.99361; 8.27e-02
J204714.6+573623;311.81085;+57.60639; 6.00e-02
J204732.6-361347;311.88583;-36.22986; 8.87e-02
J204737.0-290901;311.90417;-29.15042; 1.28e-01
J204743.1-383635;311.92957;-38.60986; 6.55e-02
J204744.0+431614;311.93332;+43.27056; 8.86e-02
J204744.8-363539;311.93668;-36.59417; 6.11e+00
J204745.9-024609;311.94125;-02.76931; 2.56e-01
J204748.0-740833;311.95001;-74.14264; 9.26e-02
J204753.7+285743;311.97375;+28.96208; 3.13e-01
J204810.8-064801;312.04498;-06.80028; 5.66e-02
J204811.8-175014;312.04916;-17.83736; 2.16e-01
J204813.3+332626;312.05542;+33.44056; 9.07e-02
J204818.7+690829;312.07791;+69.14139; 6.53e-02
J204818.7-280118;312.07791;-28.02180; 1.95e-01
J204821.0+352346;312.08749;+35.39611; 5.30e-02
J204822.3-224426;312.09293;-22.74055; 1.04e-01
J204831.0+355127;312.12915;+35.85764; 6.51e-02
J204831.0-430004;312.12915;-43.00111; 9.22e-02
J204842.6+251513;312.17749;+25.25361; 2.03e-01
J204853.6+122219;312.22333;+12.37194; 1.37e-01
J204858.1+221924;312.24210;+22.32333; 7.08e-02
J204859.5-064453;312.24792;-06.74806; 3.64e-01
J204909.4-484612;312.28918;-48.77000; 1.15e-01
J204919.4-252229;312.33084;-25.37472; 5.85e-02
J204921.5-162435;312.33960;-16.40972; 6.87e-02
J204921.6-003930;312.34000;-00.65833; 1.56e-01
J204924.0+064737;312.35001;+06.79361; 5.18e-02
J204929.5+714626;312.37292;+71.77389; 8.74e-02
J204932.0-390155;312.38333;-39.03194; 6.13e-02
J204937.4-800800;312.40582;-80.13333; 1.12e+00
J204939.8+223914;312.41583;+22.65389; 1.29e-01
J204946.3+254609;312.44290;+25.76917; 5.94e-02
J204952.3-302912;312.46790;-30.48667; 6.46e-02
J204952.6+125417;312.46918;+12.90486; 6.15e-02
J204955.9-321710;312.48294;-32.28625; 1.02e-01
J204958.4-334652;312.49335;-33.78111; 2.77e-01
J205003.3-755447;312.51373;-75.91319; 2.47e-01
J205010.8+292300;312.54501;+29.38347; 2.65e-01
J205011.1-111919;312.54623;-11.32208; 5.78e-02
J205017.1-143030;312.57126;-14.50847; 6.62e-02
J205027.3+225244;312.61377;+22.87903; 6.05e-02
J205032.2-070129;312.63416;-07.02472; 1.70e-01
J205042.9+284643;312.67874;+28.77875; 1.11e-01
J205043.1+012346;312.67960;+01.39625; 5.88e-02
J205108.0+021555;312.78333;+02.26528; 7.52e-02
J205118.2+310312;312.82599;+31.05350;
J205132.3+454706;312.88458;+45.78514; 5.20e-02
J205135.3-375741;312.89709;-37.96139; 7.04e-02
J205141.2-330325;312.92166;-33.05695; 5.69e-02
J205155.5-233651;312.98126;-23.61431; 1.53e-01
J205208.5+270546;313.03543;+27.09611; 2.25e-01
J205223.9+481958;313.09961;+48.33292; 5.16e-02
J205231.8-014705;313.13251;-01.78472; 6.15e-02
J205242.6+081039;313.17749;+08.17750; 1.57e-01
J205243.7+463936;313.18207;+46.66014; 4.37e-01
J205257.6+425825;313.24002;+42.97375; 1.33e-01
J205257.8+440716;313.24084;+44.12125; 7.90e-02
J205314.4-022130;313.31000;-02.35847; 5.41e-02
J205319.0+620928;313.32916;+62.15778; 8.39e-02
J205329.6-173415;313.37335;-17.57083; 1.49e-01
J205329.7-603021;313.37375;-60.50583; 1.16e-01
J205351.1+292314;313.46292;+29.38736; 2.47e-01
J205353.7+442308;313.47375;+44.38556; 1.62e+00
J205402.4-363854;313.51001;-36.64847; 5.32e-02
J205421.7+090229;313.59042;+09.04139; 1.31e-01
J205428.0+090615;313.61667;+09.10431; 6.61e-02
J205429.0-080836;313.62085;-08.14347; 1.55e-01
J205434.0-750154;313.64166;-75.03167; 2.29e-01
J205438.4+361215;313.66000;+36.20430; 8.08e-02
J205456.9+001533;313.73709;+00.25931; 1.08e-01
J205457.6-231817;313.74002;-23.30486; 9.94e-02
J205518.2-403854;313.82584;-40.64847; 8.54e-02
J205522.3+502530;313.84293;+50.42514; 5.28e-02
J205522.8+022118;313.84500;+02.35514; 5.53e-02
J205523.3+383232;313.84711;+38.54236; 9.71e-02
J205528.2-002123;313.86749;-00.35653; 3.87e-01
J205547.8-170657;313.94919;-17.11583; 1.40e+00
J205549.4+435216;313.95584;+43.87125; 8.20e-02
J205553.4-625717;313.97250;-62.95486; 7.80e-02
J205602.8-171054;314.01166;-17.18180; 2.36e-01
J205603.7-195656;314.01541;-19.94889; 9.79e-02
J205641.3-852710;314.17209;-85.45277; 1.61e-01
J205644.3+494011;314.18457;+49.66986; 7.68e-02
J205647.0-261751;314.19583;-26.29750; 3.89e-01
J205648.0-045045;314.20001;-04.84597; 3.10e-01
J205652.1-301433;314.21707;-30.24250; 1.03e-01
J205710.3+193855;314.29294;+19.64875; 9.59e-02
J205712.4+002755;314.30167;+00.46528; 9.75e-02
J205721.7-590414;314.34042;-59.07069; 5.21e-02
J205723.8+481327;314.34918;+48.22417; 5.14e-02
J205731.0+600316;314.37915;+60.05444; 5.75e-02
J205739.6-242919;314.41501;-24.48861; 5.60e-02
J205740.4+612135;314.41833;+61.35986; 8.07e-02
J205744.8+280437;314.43668;+28.07708; 6.74e-02
J205745.1+253015;314.43793;+25.50430; 7.26e-02
J205802.9-074703;314.51208;-07.78431; 7.18e-02
J205812.4+300434;314.55167;+30.07625; 2.65e-01
J205812.8+292037;314.55334;+29.34375; 1.29e-01
J205814.6+351025;314.56082;+35.17361; 1.43e-01
J205818.2-434513;314.57584;-43.75361; 1.70e-01
J205826.7+105032;314.61124;+10.84236; 5.38e-02
J205830.3-280005;314.62625;-28.00153; 7.64e-02
J205831.1-090233;314.62958;-09.04250; 1.12e-01
J205838.6-702510;314.66083;-70.41944; 2.64e-01
J205841.2-142910;314.67166;-14.48625; 1.67e-01
J205841.6-011618;314.67334;-01.27181; 8.29e-02
J205845.7+200352;314.69040;+20.06458; 7.08e-02
J205846.2+141743;314.69250;+14.29528; 1.79e-01
J205854.9+440339;314.72876;+44.06083; 8.83e-02
J205904.6+041736;314.76917;+04.29333; 1.35e-01
J205910.6-092830;314.79419;-09.47500; 9.24e-02
J205919.2-781048;314.82999;-78.18014; 1.07e-01
J205919.5-590201;314.83127;-59.03361; 8.41e-02
J205920.9-314733;314.83710;-31.79250; 8.97e-02
J205933.1-513553;314.88791;-51.59806; 7.60e-02
J205939.0-003800;314.91251;-00.63347; 5.38e-02
J205941.5-385847;314.92291;-38.97986; 1.34e-01
J205945.8+315040;314.94083;+31.84444; 1.00e-01
J205946.3-202811;314.94293;-20.46986; 6.09e-02
J205957.6-213930;314.98999;-21.65847; 1.14e-01
J210001.3-242613;315.00540;-24.43694; 6.34e-02
J210001.4-071147;315.00583;-07.19653; 7.58e-02
J210005.1+400417;315.02127;+40.07153; 1.01e+00
J210005.5-423844;315.02292;-42.64569; 1.04e-01
J210008.1+484122;315.03375;+48.68958; 6.18e-02
J210010.5-340817;315.04373;-34.13805; 1.34e-01
J210027.7-170913;315.11542;-17.15375; 1.19e-01
J210048.9+453019;315.20377;+45.50528; 3.48e-01
J210049.1-082038;315.20459;-08.34403; 6.86e-02
J210051.9-430517;315.21625;-43.08805; 7.02e-02
J210055.8-413150;315.23248;-41.53056; 1.01e-01
J210059.0+510319;315.24582;+51.05542; 6.06e-02
J210059.3-613210;315.24707;-61.53625; 1.66e-01
J210101.1+741318;315.25458;+74.22166; 5.55e-02
J210101.9+261518;315.25793;+26.25514; 9.61e-02
J210103.9-411435;315.26624;-41.24306; 5.55e-02
J210108.3-415856;315.28458;-41.98236; 8.37e-02
J210108.7-054751;315.28625;-05.79750; 6.64e-02
J210109.5+115714;315.28958;+11.95403; 7.27e-02
J210113.4+083517;315.30585;+08.58806; 8.61e-02
J210118.3-321535;315.32623;-32.25986; 5.45e-01
J210119.8-195438;315.33252;-19.91055; 7.78e-02
J210121.2-493322;315.33835;-49.55611; 7.99e-02
J210123.9+091328;315.34958;+09.22458; 5.73e-02
J210124.1+054207;315.35043;+05.70208; 5.79e-02
J210125.3-455011;315.35544;-45.83639; 2.47e-01
J210130.9-094159;315.37875;-09.69972; 6.65e-02
J210134.8-410005;315.39499;-41.00153; 1.55e-01
J210139.7+680936;315.41544;+68.16000; 5.15e-02
J210145.1+100843;315.43790;+10.14528; 1.65e-01
J210154.2-280412;315.47586;-28.07000; 6.07e-02
J210158.0-421922;315.49167;-42.32292; 5.93e-02
J210201.7+335932;315.50708;+33.99236; 1.33e-01
J210210.0-092914;315.54169;-09.48736; 5.14e-02
J210210.4-243202;315.54333;-24.53389; 2.03e-01
J210215.8-312916;315.56583;-31.48778; 5.76e-02
J210216.3+255201;315.56790;+25.86695; 5.77e-02
J210221.7+105812;315.59042;+10.97014; 2.03e-01
J210225.7+274829;315.60709;+27.80806; 2.31e+00
J210241.4+455305;315.67252;+45.88486; 1.71e-01
J210246.3-372149;315.69290;-37.36375; 2.56e-01
J210246.8-351115;315.69501;-35.18750; 2.37e-01
J210252.1+224434;315.71710;+22.74278; 5.99e-02
J210257.9-383754;315.74127;-38.63181; 1.15e-01
J210258.7-225603;315.74457;-22.93431; 3.12e-01
J210303.2+013145;315.76334;+01.52917; 7.52e-02
J210312.5+315039;315.80209;+31.84431; 6.65e-02
J210316.3-121503;315.81790;-12.25097; 5.06e-02
J210316.8+410410;315.82001;+41.06944; 8.68e-02
J210322.2-214743;315.84253;-21.79528; 1.18e-01
J210324.7+193026;315.85294;+19.50722; 5.47e-02
J210326.6+161658;315.86084;+16.28278; 7.50e-02
J210327.7-432021;315.86542;-43.33931; 1.23e-01
J210338.0-045548;315.90836;-04.93000; 9.67e-02
J210339.4+075336;315.91415;+07.89333; 5.48e-02
J210341.1-623229;315.92126;-62.54153; 2.69e-01
J210348.7-243951;315.95291;-24.66430; 7.42e-02
J210348.7-360611;315.95291;-36.10320; 1.05e-01
J210348.8+341306;315.95331;+34.21847; 1.06e-01
J210352.6-204701;315.96918;-20.78375; 1.12e-01
J210404.1+142215;316.01709;+14.37097; 9.85e-02
J210408.4-234127;316.03500;-23.69083; 6.59e-02
J210408.5+632244;316.03540;+63.37889; 5.92e-02
J210410.6+491254;316.04416;+49.21500; 1.33e-01
J210416.4+211816;316.06833;+21.30458; 1.55e-01
J210417.6-221011;316.07333;-22.16986; 1.13e-01
J210418.4-412049;316.07666;-41.34708; 2.52e-01
J210419.0+750359;316.07919;+75.06639; 5.53e-02
J210421.1-021233;316.08789;-02.20917; 5.10e-02
J210425.8+143828;316.10751;+14.64111; 6.22e-02
J210428.1+704550;316.11710;+70.76403; 8.26e-02
J210442.9-770124;316.17874;-77.02333; 1.02e+00
J210445.9-352602;316.19125;-35.43389; 8.16e-02
J210452.8+140134;316.22000;+14.02611; 1.41e-01
J210454.7-514935;316.22794;-51.82639; 4.82e-01
J210501.0-483704;316.25415;-48.61778; 7.55e-02
J210507.8-493635;316.28250;-49.60986; 9.43e-02
J210508.1+075645;316.28375;+07.94597; 6.45e-02
J210510.5-824248;316.29376;-82.71333; 9.78e-02
J210526.9-442609;316.36209;-44.43597; 5.03e-02
J210527.2+055730;316.36334;+05.95847; 3.05e-01
J210537.0-384222;316.40417;-38.70625; 1.16e-01
J210541.1+233716;316.42123;+23.62111; 8.86e-02
J210549.8+394947;316.45749;+39.82972; 7.99e-02
J210550.5+041435;316.46042;+04.24319; 5.39e-02
J210559.0-361534;316.49582;-36.25958; 3.06e-01
J210600.0+313955;316.50000;+31.66528; 1.87e-01
J210601.7+542149;316.50708;+54.36361; 9.85e-02
J210606.1-384539;316.52542;-38.76097; 6.56e-02
J210611.2+123953;316.54666;+12.66486; 9.43e-02
J210614.6-214725;316.56082;-21.79042; 9.87e-02
J210616.7+342631;316.56958;+34.44194; 1.67e-01
J210617.3-594106;316.57208;-59.68514; 7.16e-02
J210621.9+690645;316.59125;+69.11264; 1.13e-01
J210638.1+762250;316.65875;+76.38055; 6.84e-02
J210651.9-215412;316.71625;-21.90333; 8.82e-02
J210652.2+384416;316.71750;+38.73792; 4.22e-01
J210701.2-501020;316.75500;-50.17230; 1.35e-01
J210706.2-080819;316.77585;-08.13861; 5.34e-02
J210707.1+063247;316.77957;+06.54639; 5.52e-02
J210707.3-113504;316.78043;-11.58444; 7.70e-02
J210707.7-252643;316.78207;-25.44542; 1.61e-01
J210711.1-135530;316.79623;-13.92514; 2.10e-01
J210716.7-221839;316.81958;-22.31083; 2.74e-01
J210718.1-240447;316.82541;-24.07972; 5.04e-02
J210721.5-295923;316.83957;-29.98986; 5.25e-02
J210721.7-145411;316.84042;-14.90319; 7.52e-02
J210724.1-095813;316.85043;-09.97028; 5.97e-02
J210725.6-211054;316.85666;-21.18180; 6.11e-02
J210729.0-483628;316.87082;-48.60778; 7.24e-02
J210731.2+342333;316.88000;+34.39250; 1.24e-01
J210733.3+583514;316.88876;+58.58736; 5.57e-02
J210735.4+323449;316.89749;+32.58028; 5.08e-02
J210736.5-130500;316.90210;-13.08347; 1.82e-01
J210736.6-312448;316.90250;-31.41333; 1.23e-01
J210740.8+302209;316.92001;+30.36930; 1.61e-01
J210746.7-163705;316.94458;-16.61806; 2.08e-01
J210747.5+135735;316.94794;+13.95972; 5.36e-02
J210752.1-433044;316.96710;-43.51222; 6.83e-02
J210753.1+493242;316.97125;+49.54500; 5.14e-02
J210758.5-051744;316.99377;-05.29556; 8.07e-01
J210759.4-375400;316.99750;-37.90014; 1.36e-01
J210808.5-033319;317.03543;-03.55528; 6.46e-02
J210809.8+262432;317.04083;+26.40889; 1.39e-01
J210813.6-435026;317.05667;-43.84069; 2.29e-01
J210845.8-042539;317.19083;-04.42764; 6.03e-01
J210847.1-024945;317.19626;-02.82931; 5.01e-02
J210855.2-663717;317.23001;-66.62153; 1.47e-01
J210857.3+402647;317.23874;+40.44653; 6.81e-02
J210910.1-094011;317.29208;-09.66972; 1.71e+00
J210916.8-432057;317.32001;-43.34917; 8.00e-02
J210917.9-154403;317.32458;-15.73417; 6.88e-02
J210918.0-035334;317.32501;-03.89292; 1.67e-01
J210918.7+481006;317.32794;+48.16847; 6.55e-02
J210924.0-731010;317.34998;-73.16944; 2.43e-01
J210928.6-381310;317.36917;-38.21958; 1.17e-01
J210932.3-203318;317.38458;-20.55514; 8.80e-02
J210932.5+353245;317.38541;+35.54583; 3.72e-01
J210948.0+402944;317.45001;+40.49556; 1.01e-01
J210951.3-242409;317.46375;-24.40250; 7.45e-02
J210952.2+160920;317.46750;+16.15569; 1.11e+00
J210958.5-491440;317.49374;-49.24445; 6.22e-02
J211002.1-323158;317.50876;-32.53278; 7.59e-02
J211004.9-192005;317.52042;-19.33472; 4.40e-01
J211005.1+372727;317.52124;+37.45750; 1.08e-01
J211012.9-381519;317.55374;-38.25542; 6.44e-02
J211024.8+704600;317.60333;+70.76681; 1.01e-01
J211025.0-543429;317.60416;-54.57472; 2.82e-01
J211028.0-090534;317.61667;-09.09292; 5.42e-02
J211031.2-271046;317.63000;-27.17945; 5.54e-02
J211031.9+222718;317.63290;+22.45514; 6.81e-02
J211044.8+162312;317.68668;+16.38681; 1.69e-01
J211056.6+332304;317.73584;+33.38458; 1.20e-01
J211102.7-832438;317.76126;-83.41055; 7.20e-02
J211123.3-522016;317.84708;-52.33792; 1.08e+00
J211127.5+761435;317.86456;+76.24306; 5.40e-02
J211128.0+445932;317.86667;+44.99236; 8.82e-02
J211148.9-123931;317.95374;-12.65875; 5.52e-02
J211155.9-325833;317.98291;-32.97597; 1.86e-01
J211201.3-134046;318.00543;-13.67958; 5.14e-02
J211202.7-063546;318.01126;-06.59625; 5.56e-02
J211208.1-085004;318.03375;-08.83444; 8.58e-02
J211208.5-144414;318.03543;-14.73736; 8.89e-02
J211214.2-401610;318.05917;-40.26944; 1.19e-01
J211221.9-150001;318.09125;-15.00028; 1.47e-01
J211225.0-412845;318.10416;-41.47931; 8.82e-02
J211242.5+081831;318.17709;+08.30875; 2.13e-01
J211244.1+500616;318.18375;+50.10458; 1.18e+00
J211244.3-373019;318.18457;-37.50528; 2.62e-01
J211245.4-384025;318.18915;-38.67375; 5.34e-02
J211251.0+033232;318.21249;+03.54236; 5.33e-02
J211305.8-172912;318.27417;-17.48667; 1.20e-01
J211313.9-342928;318.30792;-34.49125; 8.77e-02
J211319.3+315211;318.33044;+31.86972; 7.73e-02
J211329.8-625728;318.37418;-62.95792; 1.15e-01
J211334.9+041404;318.39542;+04.23444; 1.61e-01
J211343.5+404520;318.43124;+40.75570; 6.31e-02
J211347.2+700139;318.44669;+70.02750; 2.84e-01
J211351.4-455837;318.46414;-45.97694; 5.44e-02
J211353.2+023353;318.47168;+02.56486; 5.62e-01
J211354.5+133019;318.47708;+13.50528; 6.81e-02
J211400.0+820447;318.50000;+82.07972; 4.63e-01
J211402.1-293949;318.50876;-29.66375; 1.28e-01
J211403.8+210235;318.51584;+21.04306; 1.20e-01
J211428.0-463506;318.61667;-46.58514; 5.43e-02
J211431.2-304527;318.63000;-30.75750; 5.12e-01
J211432.4-005853;318.63498;-00.98139; 1.59e-01
J211432.5-225244;318.63541;-22.87903; 1.52e-01
J211437.1-005029;318.65457;-00.84139; 5.23e-02
J211437.1+195257;318.65457;+19.88264; 9.84e-02
J211444.2-135905;318.68417;-13.98472; 5.06e-02
J211447.4+380233;318.69751;+38.04250; 2.40e-01
J211449.4+125358;318.70584;+12.89944; 5.37e-02
J211453.4-311102;318.72250;-31.18389; 4.02e-01
J211454.3+085939;318.72626;+08.99431; 7.43e-02
J211455.5+394119;318.73126;+39.68875; 9.08e-02
J211457.1-424245;318.73792;-42.71264; 5.08e-02
J211511.7+184839;318.79877;+18.81083; 6.02e-02
J211523.0+443738;318.84586;+44.62736; 6.88e-02
J211525.2-141703;318.85501;-14.28431; 5.90e-02
J211540.9-584045;318.92041;-58.67931; 3.80e-01
J211545.1-012543;318.93793;-01.42875; 7.87e-02
J211549.6+535607;318.95670;+53.93542; 6.21e-02
J211549.8+051458;318.95752;+05.24958; 1.09e-01
J211551.4-104109;318.96417;-10.68597; 1.87e-01
J211559.5-231024;318.99789;-23.17347; 6.39e-02
J211605.3+295156;319.02209;+29.86555; 3.59e-01
J211605.6-423440;319.02335;-42.57792; 6.30e-02
J211609.8+661145;319.04083;+66.19597; 1.40e-01
J211637.4-361007;319.15582;-36.16875; 8.11e-02
J211651.0-593002;319.21252;-59.50056; 1.74e-01
J211652.9+735037;319.22040;+73.84361; 9.41e-01
J211655.6-013438;319.23166;-01.57736; 1.36e-01
J211702.5-010439;319.26041;-01.07764; 5.45e-02
J211704.0-485618;319.26666;-48.93833; 5.29e-02
J211707.9+341220;319.28293;+34.20555; 3.64e-01
J211709.8-173817;319.29086;-17.63820; 8.86e-02
J211717.8-385150;319.32419;-38.86389; 1.37e-01
J211719.6+504358;319.33167;+50.73292; 7.52e-02
J211720.5+315422;319.33542;+31.90625; 1.26e-01
J211727.8-101707;319.36584;-10.28528; 5.31e-02
J211731.0-341537;319.37918;-34.26042; 9.87e-02
J211734.8-444439;319.39499;-44.74417; 5.43e-02
J211734.8-743338;319.39499;-74.56055; 1.40e-01
J211735.7-085417;319.39874;-08.90486; 5.92e-02
J211741.6-020823;319.42334;-02.13972; 1.91e-01
J211744.8+632151;319.43668;+63.36417; 6.48e-02
J211748.1+103227;319.45041;+10.54083; 5.01e-02
J211753.1-163250;319.47125;-16.54736; 6.49e-02
J211755.3-324325;319.48041;-32.72361; 6.17e-02
J211802.9-453946;319.51208;-45.66278; 1.27e-01
J211805.1-293043;319.52124;-29.51194; 6.38e-02
J211805.2-341343;319.52167;-34.22875; 1.93e-01
J211811.1-301915;319.54626;-30.32083; 6.05e-02
J211822.1-542026;319.59207;-54.34069; 1.05e-01
J211826.0+435635;319.60834;+43.94320; 5.80e-02
J211826.9-432016;319.61209;-43.33792; 6.47e-02
J211827.2-034053;319.61334;-03.68139; 9.68e-02
J211830.8+175916;319.62833;+17.98792; 6.63e-02
J211833.5-063140;319.63959;-06.52792; 2.34e-01
J211833.8+301434;319.64084;+30.24278; 1.24e-01
J211835.2+113411;319.64667;+11.56986; 2.63e-01
J211839.2-814515;319.66333;-81.75430; 1.15e-01
J211842.7-612117;319.67792;-61.35486; 7.41e-02
J211843.5-063617;319.68127;-06.60472; 1.09e-01
J211909.5-124642;319.78958;-12.77847; 5.82e-02
J211912.0+174917;319.79999;+17.82153; 5.59e-02
J211920.0+411227;319.83331;+41.20764; 9.70e-02
J211926.1+152105;319.85876;+15.35139; 1.28e-01
J211928.4+333259;319.86835;+33.54986; 1.11e-01
J211949.5-353741;319.95627;-35.62819; 5.48e-02
J211952.4-532653;319.96835;-53.44819; 4.19e-01
J211959.8-531112;319.99918;-53.18681; 7.31e-02
J212002.0-271824;320.00833;-27.30667; 7.47e-02
J212020.3+305326;320.08459;+30.89056; 5.10e-02
J212026.2-020349;320.10916;-02.06361; 1.09e-01
J212026.7-591328;320.11124;-59.22458; 8.66e-02
J212027.3+212131;320.11377;+21.35875; 7.25e-02
J212032.7-463130;320.13626;-46.52514; 1.04e-01
J212035.6+623148;320.14832;+62.53000; 7.35e-02
J212043.3-543801;320.18042;-54.63375; 7.37e-02
J212045.8-404836;320.19083;-40.81000; 1.06e-01
J212048.2-384704;320.20084;-38.78458; 1.16e-01
J212050.3-530200;320.20959;-53.03347; 6.20e-01
J212051.9-414454;320.21625;-41.74833; 5.60e-02
J212055.3+463616;320.23041;+46.60458; 1.29e-01
J212058.7-260725;320.24457;-26.12361; 5.72e-02
J212059.3-522834;320.24710;-52.47611; 6.74e-01
J212101.6+402044;320.25668;+40.34570; 7.29e-01
J212107.1-114114;320.27960;-11.68722; 6.72e-02
J212110.4+373758;320.29333;+37.63278; 6.32e-02
J212121.4-131735;320.33914;-13.29306; 6.53e-02
J212121.6+101954;320.34003;+10.33181; 4.17e-01
J212124.3-665455;320.35126;-66.91528; 5.24e-01
J212125.1-030936;320.35458;-03.16000; 6.55e-02
J212136.2+094834;320.40085;+09.80944; 5.83e-02
J212157.3-250524;320.48877;-25.09000; 6.80e-02
J212157.9-633459;320.49124;-63.58306; 1.02e-01
J212159.4-373323;320.49753;-37.55653; 6.22e-02
J212214.7-165003;320.56125;-16.83430; 8.42e-01
J212215.3-414609;320.56375;-41.76931; 6.77e-02
J212220.8+573356;320.58667;+57.56569; 1.55e-01
J212245.5-090706;320.68958;-09.11833; 5.07e-02
J212307.4-103650;320.78085;-10.61389; 4.97e-01
J212308.4+483101;320.78500;+48.51694; 8.21e-02
J212309.9-415655;320.79126;-41.94861; 1.71e-01
J212311.7+502147;320.79874;+50.36319; 5.49e-02
J212320.5-641750;320.83542;-64.29723; 8.58e-02
J212324.0-713958;320.85001;-71.66611; 1.82e-01
J212324.3+021137;320.85126;+02.19375; 7.10e-02
J212326.5+411601;320.86041;+41.26708; 1.09e-01
J212332.1-334010;320.88376;-33.66945; 1.19e-01
J212335.6-013948;320.89835;-01.66347; 6.82e-02
J212337.0+102942;320.90417;+10.49514; 1.39e-01
J212342.2+152151;320.92584;+15.36417; 5.18e-02
J212342.7-394747;320.92792;-39.79653; 7.57e-02
J212345.7+421759;320.94043;+42.29986; 8.82e-02
J212348.8+105348;320.95334;+10.89667; 5.75e-02
J212352.8-390819;320.97000;-39.13875; 8.21e-02
J212355.6-255208;320.98166;-25.86889; 7.67e-02
J212355.7+153405;320.98209;+15.56819; 8.86e-02
J212400.7+340907;321.00290;+34.15194; 1.90e-01
J212401.9-002150;321.00793;-00.36389; 6.37e-02
J212402.7+060939;321.01123;+06.16083; 5.55e-02
J212406.9-744627;321.02875;-74.77431; 2.93e-01
J212419.4-424605;321.08084;-42.76820; 6.05e-02
J212434.7-113125;321.14459;-11.52361; 1.47e-01
J212441.0-681348;321.17084;-68.23000; 1.90e-01
J212444.2+463950;321.18417;+46.66389; 1.23e-01
J212458.2+282553;321.24249;+28.43139; 5.23e-02
J212501.3-081339;321.25543;-08.22764; 6.29e-02
J212505.0-001733;321.27084;-00.29250; 1.29e-01
J212505.5+403023;321.27292;+40.50639; 5.30e-02
J212512.2-065742;321.30084;-06.96181; 6.72e-02
J212512.4+494220;321.30167;+49.70555; 2.38e-01
J212516.7-255530;321.31958;-25.92500; 1.07e-01
J212519.7+265657;321.33206;+26.94917; 1.30e-01
J212522.6+174250;321.34418;+17.71389; 1.00e-01
J212529.0-813836;321.37085;-81.64333; 6.90e-01
J212541.2-490935;321.42169;-49.15986; 1.46e-01
J212541.4+412423;321.42252;+41.40639; 1.35e-01
J212551.9-233808;321.46625;-23.63569; 7.84e-02
J212606.8+555026;321.52835;+55.84056; 1.35e-01
J212610.1-361813;321.54208;-36.30375; 8.91e-02
J212610.8-320206;321.54498;-32.03500; 8.73e-02
J212618.9+002201;321.57877;+00.36694; 5.00e-02
J212622.1+533224;321.59207;+53.54000; 1.16e-01
J212626.8+192224;321.61169;+19.37347; 1.05e+00
